Sl.No.,GLIMS_ID,Glacier_ID,Longitude,Latitude,Area_sqKM,Elev_Max(m),Elev_Min(m),Elev_Mean(m),Slope_Max(degree),Slope_Mean(degree),Slope_Min(degree),Aspect(degree),Basin,index_right,HYBAS_L12,LENGTH_KM,DIST_DN_KM,DIST_UP_KM,CATCH_SKM,DIS_AV_CMS,ORD_STRA
231,G090347E28049N,MMagr16_434,90.347,28.049,0.048,5562,5410,5489.0,41.0,25.0,3.0,54.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
232,G090390E28047N,MMagr16_438,90.39,28.047,2.756,6045,5343,5615.0,72.0,14.0,0.0,174.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
233,G090382E28041N,MMagr16_437,90.382,28.041,0.68,5859,5409,5603.0,69.0,19.0,0.0,169.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
234,G090377E28033N,MMagr16_436,90.377,28.033,0.216,5857,5472,5645.0,61.0,26.0,1.0,147.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
235,G090388E28017N,MMagr16_440,90.388,28.017,2.733,5742,5270,5464.0,70.0,19.0,0.0,277.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
236,G090373E27998N,MMagr16_445,90.373,27.998,0.267,5858,5279,5563.0,61.0,27.0,1.0,228.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
237,G090387E27997N,MMagr16_444,90.387,27.997,1.117,5651,5320,5493.0,64.0,18.0,0.0,222.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
238,G090392E27981N,MMagr16_448,90.392,27.981,1.033,5668,5288,5462.0,65.0,16.0,0.0,263.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
239,G090383E27972N,MMagr16_450,90.383,27.972,0.045,5493,5367,5432.0,56.0,28.0,2.0,198.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
240,G090377E27962N,MMagr16_452,90.377,27.962,0.271,5677,5319,5482.0,62.0,24.0,1.0,277.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
241,G090375E27959N,MMagr16_456,90.375,27.959,0.032,5506,5379,5427.0,64.0,27.0,3.0,284.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
242,G090381E27954N,MMagr16_459,90.381,27.954,0.234,5882,5378,5634.0,62.0,30.0,0.0,204.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
243,G090372E27956N,MMagr16_457,90.372,27.956,0.038,5481,5349,5393.0,71.0,31.0,3.0,198.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
244,G090384E27956N,MMagr16_460,90.384,27.956,0.108,5883,5670,5780.0,65.0,23.0,0.0,212.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
245,G090385E27948N,MMagr16_461,90.385,27.948,0.332,5721,5312,5461.0,69.0,28.0,0.0,251.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
246,G090382E27939N,MMagr16_468,90.382,27.939,0.242,5595,5232,5396.0,73.0,31.0,1.0,245.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
247,G090383E27934N,MMagr16_470,90.383,27.934,0.162,5557,5289,5389.0,65.0,24.0,1.0,182.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
248,G090389E27931N,MMagr16_471,90.389,27.931,0.029,5475,5383,5428.0,61.0,31.0,5.0,264.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
249,G090402E27906N,MMagr16_476,90.402,27.906,0.034,5333,5201,5265.0,55.0,30.0,7.0,278.0,Mangde Chhu,83732,4120835970,5.091428603444781,769.5142909458706,21.471428189958846,27.11714322226388,1.8867142572999,2.0
250,G090390E27918N,MMagr16_475,90.39,27.918,0.084,5394,5216,5317.0,54.0,20.0,1.0,256.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
251,G090393E27924N,MMagr16_473,90.393,27.924,0.105,5656,5454,5554.0,70.0,30.0,3.0,172.0,Mangde Chhu,83816,4121464770,3.5433333847257824,785.9888848198784,10.7111111746894,16.113333172268337,0.7732222245799171,2.0
252,G090399E27922N,MMagr16_474,90.399,27.922,0.817,5492,5155,5299.0,75.0,21.0,0.0,165.0,Mangde Chhu,83799,4121464780,2.6062500178813934,783.9125022888184,10.331249922513962,11.067499786615372,0.6963125066831708,2.0
253,G090395E27931N,MMagr16_472,90.395,27.931,0.579,5529,5162,5375.0,69.0,24.0,0.0,141.0,Mangde Chhu,83799,4121464780,2.6062500178813934,783.9125022888184,10.331249922513962,11.067499786615372,0.6963125066831708,2.0
254,G090390E27937N,MMagr16_469,90.39,27.937,0.333,5525,5274,5418.0,65.0,22.0,1.0,111.0,Mangde Chhu,83799,4121464780,2.6062500178813934,783.9125022888184,10.331249922513962,11.067499786615372,0.6963125066831708,2.0
255,G090394E27950N,MMagr16_462,90.394,27.95,0.907,5650,5269,5429.0,67.0,19.0,0.0,167.0,Mangde Chhu,83799,4121464780,2.6062500178813934,783.9125022888184,10.331249922513962,11.067499786615372,0.6963125066831708,2.0
